,lcbatch,sortday,MS_Run,celltype,id,channel,sub,Set,well,label,sample.x,sample.y,isoTime,diameter,elongation,slide,field,dropXPos,dropYPos,pickupXPos,pickupYPos,wellAlph,wellNum
1,C,B,88,carrier,i1,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,C,B,88,reference,i2,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,C,B,88,unused,i3,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,C,B,88,unused,i4,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,C,B,88,u,i5,Reporter.intensity.5,NA,XeAL00219,N1,5,u,d0,11:18:14 AM,17.6,1.58,2,2,21,56,15,58,N,1
6,C,B,88,u,i6,Reporter.intensity.6,NA,XeAL00219,N1,6,u,d0,11:18:20 AM,22.78,1.53,2,2,9,60,15,58,N,1
7,C,B,88,u,i7,Reporter.intensity.7,NA,XeAL00219,N1,7,u,d0,11:18:22 AM,20.54,1.72,2,2,13,60,15,58,N,1
8,C,B,88,u,i8,Reporter.intensity.8,NA,XeAL00219,N1,8,u,d0,11:18:23 AM,19.29,1.62,2,2,17,60,15,58,N,1
9,C,B,88,u,i9,Reporter.intensity.9,NA,XeAL00219,N1,9,u,d0,11:18:25 AM,21.97,1.53,2,2,21,60,15,58,N,1
10,C,B,88,u,i10,Reporter.intensity.10,NA,XeAL00219,N1,10,u,d0,11:18:43 AM,19.7,1.94,2,2,11,64,15,58,N,1
11,C,B,88,u,i11,Reporter.intensity.11,NA,XeAL00219,N1,11,u,d0,11:18:45 AM,19.34,1.33,2,2,15,64,15,58,N,1
12,C,B,88,neg,i12,Reporter.intensity.12,NA,XeAL00219,N1,12,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,C,B,88,m,i13,Reporter.intensity.13,C1,XeAL00219,N1,13,m,d0,10:34:22 AM,25.04,1.54,2,2,11,52,15,58,N,1
14,C,B,88,m,i14,Reporter.intensity.14,C1,XeAL00219,N1,14,m,d0,10:34:26 AM,24.62,1.57,2,2,15,52,15,58,N,1
15,C,B,88,m,i15,Reporter.intensity.15,C1,XeAL00219,N1,15,m,d0,10:34:30 AM,23.21,1.32,2,2,19,52,15,58,N,1
16,C,B,88,m,i16,Reporter.intensity.16,C1,XeAL00219,N1,16,m,d0,10:34:43 AM,22.5,1.91,2,2,9,56,15,58,N,1
17,C,B,88,m,i17,Reporter.intensity.17,C1,XeAL00219,N1,17,m,d0,10:34:45 AM,27.59,1.56,2,2,13,56,15,58,N,1
18,C,B,88,m,i18,Reporter.intensity.18,C1,XeAL00219,N1,18,m,d0,10:34:47 AM,26.35,1.64,2,2,17,56,15,58,N,1
19,C,B,89,carrier,i19,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,C,B,89,reference,i20,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,C,B,89,unused,i21,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,C,B,89,unused,i22,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,C,B,89,u,i23,Reporter.intensity.5,NA,XeAL00220,N2,5,u,d0,11:18:27 AM,19.15,1.6,2,2,31,60,37,58,N,2
24,C,B,89,u,i24,Reporter.intensity.6,NA,XeAL00220,N2,6,u,d0,11:18:29 AM,18.31,1.49,2,2,35,60,37,58,N,2
25,C,B,89,u,i25,Reporter.intensity.7,NA,XeAL00220,N2,7,u,d0,11:18:31 AM,18.11,1.56,2,2,39,60,37,58,N,2
26,C,B,89,u,i26,Reporter.intensity.8,NA,XeAL00220,N2,8,u,d0,11:18:33 AM,20.38,1.63,2,2,43,60,37,58,N,2
27,C,B,89,u,i27,Reporter.intensity.9,NA,XeAL00220,N2,9,u,d0,11:18:47 AM,23.72,1.9,2,2,33,64,37,58,N,2
28,C,B,89,u,i28,Reporter.intensity.10,NA,XeAL00220,N2,10,u,d0,11:18:49 AM,17.77,1.49,2,2,37,64,37,58,N,2
29,C,B,89,neg,i29,Reporter.intensity.11,NA,XeAL00220,N2,11,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,C,B,89,m,i30,Reporter.intensity.12,C1,XeAL00220,N2,12,m,d0,10:34:32 AM,22.4,1.51,2,2,33,52,37,58,N,2
31,C,B,89,m,i31,Reporter.intensity.13,C1,XeAL00220,N2,13,m,d0,10:34:34 AM,27.43,1.52,2,2,37,52,37,58,N,2
32,C,B,89,m,i32,Reporter.intensity.14,C1,XeAL00220,N2,14,m,d0,10:34:36 AM,29.4,1.33,2,2,41,52,37,58,N,2
33,C,B,89,m,i33,Reporter.intensity.15,C1,XeAL00220,N2,15,m,d0,10:34:50 AM,27.03,1.46,2,2,31,56,37,58,N,2
34,C,B,89,m,i34,Reporter.intensity.16,C1,XeAL00220,N2,16,m,d0,10:34:52 AM,25.28,1.65,2,2,35,56,37,58,N,2
35,C,B,89,m,i35,Reporter.intensity.17,C1,XeAL00220,N2,17,m,d0,10:34:55 AM,24.29,1.48,2,2,39,56,37,58,N,2
36,C,B,89,u,i36,Reporter.intensity.18,NA,XeAL00220,N2,18,u,d0,11:18:16 AM,18.85,1.32,2,2,43,56,37,58,N,2
37,C,B,90,carrier,i37,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,C,B,90,reference,i38,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,C,B,90,unused,i39,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,C,B,90,unused,i40,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,C,B,90,u,i41,Reporter.intensity.5,NA,XeAL00221,N3,5,u,d0,11:18:36 AM,21.14,1.41,2,2,57,60,59,58,N,3
42,C,B,90,u,i42,Reporter.intensity.6,NA,XeAL00221,N3,6,u,d0,11:18:39 AM,18.94,1.38,2,2,61,60,59,58,N,3
43,C,B,90,u,i43,Reporter.intensity.7,NA,XeAL00221,N3,7,u,d0,11:18:40 AM,16.63,1.81,2,2,65,60,59,58,N,3
44,C,B,90,u,i44,Reporter.intensity.8,NA,XeAL00221,N3,8,u,d0,11:18:53 AM,24.05,1.6,2,2,55,64,59,58,N,3
45,C,B,90,u,i45,Reporter.intensity.9,NA,XeAL00221,N3,9,u,d0,11:18:56 AM,20.7,1.64,2,2,59,64,59,58,N,3
46,C,B,90,neg,i46,Reporter.intensity.10,NA,XeAL00221,N3,10,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,C,B,90,m,i47,Reporter.intensity.11,C1,XeAL00221,N3,11,m,d0,10:34:38 AM,29.76,1.54,2,2,55,52,59,58,N,3
48,C,B,90,m,i48,Reporter.intensity.12,C1,XeAL00221,N3,12,m,d0,10:34:40 AM,28.2,1.42,2,2,59,52,59,58,N,3
49,C,B,90,m,i49,Reporter.intensity.13,C1,XeAL00221,N3,13,m,d0,10:34:41 AM,24.09,1.33,2,2,63,52,59,58,N,3
50,C,B,90,m,i50,Reporter.intensity.14,C1,XeAL00221,N3,14,m,d0,10:34:57 AM,25.07,1.47,2,2,53,56,59,58,N,3
51,C,B,90,m,i51,Reporter.intensity.15,C1,XeAL00221,N3,15,m,d0,10:34:59 AM,22.02,1.52,2,2,57,56,59,58,N,3
52,C,B,90,m,i52,Reporter.intensity.16,C1,XeAL00221,N3,16,m,d0,10:35:01 AM,26.63,1.59,2,2,61,56,59,58,N,3
53,C,B,90,u,i53,Reporter.intensity.17,NA,XeAL00221,N3,17,u,d0,11:18:18 AM,16.53,1.51,2,2,65,56,59,58,N,3
54,C,B,90,u,i54,Reporter.intensity.18,NA,XeAL00221,N3,18,u,d0,11:18:34 AM,17.13,1.6,2,2,53,60,59,58,N,3
55,C,B,91,carrier,i55,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,C,B,91,reference,i56,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,C,B,91,unused,i57,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,C,B,91,unused,i58,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,C,B,91,m,i59,Reporter.intensity.5,C1,XeAL00222,N4,5,m,d0,10:30:35 AM,22.79,1.46,2,1,11,8,15,14,N,4
60,C,B,91,m,i60,Reporter.intensity.6,C1,XeAL00222,N4,6,m,d0,10:30:37 AM,25.2,1.8,2,1,15,8,15,14,N,4
61,C,B,91,m,i61,Reporter.intensity.7,NA,XeAL00222,N4,7,m,d0,10:30:39 AM,26.07,1.51,2,1,19,8,15,14,N,4
62,C,B,91,m,i62,Reporter.intensity.8,C1,XeAL00222,N4,8,m,d0,10:30:51 AM,27.14,1.58,2,1,9,12,15,14,N,4
63,C,B,91,m,i63,Reporter.intensity.9,C1,XeAL00222,N4,9,m,d0,10:30:53 AM,24.31,1.7,2,1,13,12,15,14,N,4
64,C,B,91,m,i64,Reporter.intensity.10,C1,XeAL00222,N4,10,m,d0,10:30:54 AM,28.42,1.45,2,1,17,12,15,14,N,4
65,C,B,91,m,i65,Reporter.intensity.11,C1,XeAL00222,N4,11,m,d0,10:30:57 AM,23.62,1.72,2,1,21,12,15,14,N,4
66,C,B,91,u,i66,Reporter.intensity.12,NA,XeAL00222,N4,12,u,d0,11:14:59 AM,19.68,1.35,2,1,9,16,15,14,N,4
67,C,B,91,u,i67,Reporter.intensity.13,NA,XeAL00222,N4,13,u,d0,11:15:01 AM,18.04,1.35,2,1,13,16,15,14,N,4
68,C,B,91,u,i68,Reporter.intensity.14,NA,XeAL00222,N4,14,u,d0,11:15:04 AM,20.8,1.53,2,1,17,16,15,14,N,4
69,C,B,91,u,i69,Reporter.intensity.15,NA,XeAL00222,N4,15,u,d0,11:15:06 AM,19.06,1.49,2,1,21,16,15,14,N,4
70,C,B,91,u,i70,Reporter.intensity.16,NA,XeAL00222,N4,16,u,d0,11:15:27 AM,20.51,1.31,2,1,11,20,15,14,N,4
71,C,B,91,u,i71,Reporter.intensity.17,NA,XeAL00222,N4,17,u,d0,11:15:29 AM,19.13,1.54,2,1,15,20,15,14,N,4
72,C,B,91,neg,i72,Reporter.intensity.18,NA,XeAL00222,N4,18,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,C,B,92,carrier,i73,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,C,B,92,reference,i74,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,C,B,92,unused,i75,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,C,B,92,unused,i76,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,C,B,92,m,i77,Reporter.intensity.5,C1,XeAL00223,N5,5,m,d0,10:30:42 AM,24.12,1.52,2,1,37,8,37,14,N,5
78,C,B,92,m,i78,Reporter.intensity.6,C1,XeAL00223,N5,6,m,d0,10:30:44 AM,20.41,1.63,2,1,41,8,37,14,N,5
79,C,B,92,m,i79,Reporter.intensity.7,C1,XeAL00223,N5,7,m,d0,10:31:01 AM,24.25,1.63,2,1,31,12,37,14,N,5
80,C,B,92,m,i80,Reporter.intensity.8,C1,XeAL00223,N5,8,m,d0,10:31:09 AM,23.34,1.55,2,1,35,12,37,14,N,5
81,C,B,92,m,i81,Reporter.intensity.9,C1,XeAL00223,N5,9,m,d0,10:31:12 AM,27.87,1.65,2,1,39,12,37,14,N,5
82,C,B,92,m,i82,Reporter.intensity.10,NA,XeAL00223,N5,10,m,d0,10:31:15 AM,25.37,1.79,2,1,43,12,37,14,N,5
83,C,B,92,u,i83,Reporter.intensity.11,NA,XeAL00223,N5,11,u,d0,11:15:10 AM,17.46,1.52,2,1,31,16,37,14,N,5
84,C,B,92,u,i84,Reporter.intensity.12,NA,XeAL00223,N5,12,u,d0,11:15:12 AM,19.91,1.39,2,1,35,16,37,14,N,5
85,C,B,92,u,i85,Reporter.intensity.13,NA,XeAL00223,N5,13,u,d0,11:15:14 AM,21.14,1.66,2,1,39,16,37,14,N,5
86,C,B,92,u,i86,Reporter.intensity.14,NA,XeAL00223,N5,14,u,d0,11:15:16 AM,20.42,1.45,2,1,43,16,37,14,N,5
87,C,B,92,u,i87,Reporter.intensity.15,NA,XeAL00223,N5,15,u,d0,11:15:30 AM,17.29,1.94,2,1,33,20,37,14,N,5
88,C,B,92,u,i88,Reporter.intensity.16,NA,XeAL00223,N5,16,u,d0,11:15:33 AM,21.7,1.78,2,1,37,20,37,14,N,5
89,C,B,92,neg,i89,Reporter.intensity.17,NA,XeAL00223,N5,17,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,C,B,92,m,i90,Reporter.intensity.18,C1,XeAL00223,N5,18,m,d0,10:30:41 AM,24.61,1.46,2,1,33,8,37,14,N,5
91,C,B,93,carrier,i91,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,C,B,93,reference,i92,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,C,B,93,unused,i93,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,C,B,93,unused,i94,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,C,B,93,m,i95,Reporter.intensity.5,C1,XeAL00224,N6,5,m,d0,10:30:50 AM,27.63,1.54,2,1,63,8,59,14,N,6
96,C,B,93,m,i96,Reporter.intensity.6,C1,XeAL00224,N6,6,m,d0,10:31:17 AM,25.61,1.53,2,1,53,12,59,14,N,6
97,C,B,93,m,i97,Reporter.intensity.7,C1,XeAL00224,N6,7,m,d0,10:31:18 AM,25.3,1.45,2,1,57,12,59,14,N,6
98,C,B,93,m,i98,Reporter.intensity.8,C1,XeAL00224,N6,8,m,d0,10:31:21 AM,28.77,1.98,2,1,61,12,59,14,N,6
99,C,B,93,m,i99,Reporter.intensity.9,C1,XeAL00224,N6,9,m,d0,10:31:24 AM,24.74,1.58,2,1,65,12,59,14,N,6
100,C,B,93,u,i100,Reporter.intensity.10,NA,XeAL00224,N6,10,u,d0,11:15:18 AM,19.36,1.4,2,1,53,16,59,14,N,6
101,C,B,93,u,i101,Reporter.intensity.11,NA,XeAL00224,N6,11,u,d0,11:15:20 AM,19.7,1.45,2,1,57,16,59,14,N,6
102,C,B,93,u,i102,Reporter.intensity.12,NA,XeAL00224,N6,12,u,d0,11:15:22 AM,18.54,1.44,2,1,61,16,59,14,N,6
103,C,B,93,u,i103,Reporter.intensity.13,NA,XeAL00224,N6,13,u,d0,11:15:25 AM,20.45,1.57,2,1,65,16,59,14,N,6
104,C,B,93,u,i104,Reporter.intensity.14,NA,XeAL00224,N6,14,u,d0,11:15:35 AM,19.76,1.43,2,1,55,20,59,14,N,6
105,C,B,93,u,i105,Reporter.intensity.15,NA,XeAL00224,N6,15,u,d0,11:15:37 AM,18.42,1.34,2,1,59,20,59,14,N,6
106,C,B,93,neg,i106,Reporter.intensity.16,NA,XeAL00224,N6,16,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,C,B,93,m,i107,Reporter.intensity.17,C1,XeAL00224,N6,17,m,d0,10:30:46 AM,30.75,1.65,2,1,55,8,59,14,N,6
108,C,B,93,m,i108,Reporter.intensity.18,C1,XeAL00224,N6,18,m,d0,10:30:48 AM,25.04,1.67,2,1,59,8,59,14,N,6
109,C,B,94,carrier,i109,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,C,B,94,reference,i110,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,C,B,94,unused,i111,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,C,B,94,unused,i112,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,C,B,94,m,i113,Reporter.intensity.5,C1,XeAL00225,N7,5,m,d0,10:31:49 AM,25.83,1.48,2,1,9,34,15,36,N,7
114,C,B,94,m,i114,Reporter.intensity.6,NA,XeAL00225,N7,6,m,d0,10:31:51 AM,23.03,1.59,2,1,13,34,15,36,N,7
115,C,B,94,m,i115,Reporter.intensity.7,C1,XeAL00225,N7,7,m,d0,10:31:53 AM,26.85,1.58,2,1,17,34,15,36,N,7
116,C,B,94,m,i116,Reporter.intensity.8,C1,XeAL00225,N7,8,m,d0,10:31:55 AM,25.69,1.78,2,1,21,34,15,36,N,7
117,C,B,94,u,i117,Reporter.intensity.9,NA,XeAL00225,N7,9,u,d0,11:15:41 AM,17.53,1.55,2,1,9,38,15,36,N,7
118,C,B,94,u,i118,Reporter.intensity.10,NA,XeAL00225,N7,10,u,d0,11:15:42 AM,21.32,1.47,2,1,13,38,15,36,N,7
119,C,B,94,u,i119,Reporter.intensity.11,NA,XeAL00225,N7,11,u,d0,11:15:44 AM,18.96,1.71,2,1,17,38,15,36,N,7
120,C,B,94,u,i120,Reporter.intensity.12,NA,XeAL00225,N7,12,u,d0,11:15:48 AM,17.84,1.72,2,1,21,38,15,36,N,7
121,C,B,94,u,i121,Reporter.intensity.13,NA,XeAL00225,N7,13,u,d0,11:16:06 AM,18.23,1.72,2,1,11,42,15,36,N,7
122,C,B,94,u,i122,Reporter.intensity.14,NA,XeAL00225,N7,14,u,d0,11:16:08 AM,21.55,1.68,2,1,15,42,15,36,N,7
123,C,B,94,neg,i123,Reporter.intensity.15,NA,XeAL00225,N7,15,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,C,B,94,m,i124,Reporter.intensity.16,C1,XeAL00225,N7,16,m,d0,10:31:28 AM,22.66,1.44,2,1,11,30,15,36,N,7
125,C,B,94,m,i125,Reporter.intensity.17,C1,XeAL00225,N7,17,m,d0,10:31:30 AM,28.4,1.63,2,1,15,30,15,36,N,7
126,C,B,94,m,i126,Reporter.intensity.18,C1,XeAL00225,N7,18,m,d0,10:31:32 AM,21.67,1.5,2,1,19,30,15,36,N,7
127,C,B,95,carrier,i127,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,C,B,95,reference,i128,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,C,B,95,unused,i129,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,C,B,95,unused,i130,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,C,B,95,m,i131,Reporter.intensity.5,C1,XeAL00226,N8,5,m,d0,10:31:59 AM,24.26,1.57,2,1,35,34,37,36,N,8
132,C,B,95,m,i132,Reporter.intensity.6,C1,XeAL00226,N8,6,m,d0,10:32:01 AM,25.89,1.84,2,1,39,34,37,36,N,8
133,C,B,95,m,i133,Reporter.intensity.7,C1,XeAL00226,N8,7,m,d0,10:32:03 AM,26.37,1.74,2,1,43,34,37,36,N,8
134,C,B,95,u,i134,Reporter.intensity.8,NA,XeAL00226,N8,8,u,d0,11:15:50 AM,19.46,1.42,2,1,31,38,37,36,N,8
135,C,B,95,u,i135,Reporter.intensity.9,NA,XeAL00226,N8,9,u,d0,11:15:52 AM,21.12,1.49,2,1,35,38,37,36,N,8
136,C,B,95,u,i136,Reporter.intensity.10,NA,XeAL00226,N8,10,u,d0,11:15:53 AM,21.98,1.58,2,1,39,38,37,36,N,8
137,C,B,95,u,i137,Reporter.intensity.11,NA,XeAL00226,N8,11,u,d0,11:15:55 AM,19.68,1.67,2,1,43,38,37,36,N,8
138,C,B,95,u,i138,Reporter.intensity.12,NA,XeAL00226,N8,12,u,d0,11:16:10 AM,18.73,1.4,2,1,33,42,37,36,N,8
139,C,B,95,u,i139,Reporter.intensity.13,NA,XeAL00226,N8,13,u,d0,11:16:13 AM,21.35,1.65,2,1,37,42,37,36,N,8
140,C,B,95,u,i140,Reporter.intensity.14,NA,XeAL00226,N8,14,u,d0,11:16:14 AM,17.29,1.37,2,1,41,42,37,36,N,8
141,C,B,95,m,i141,Reporter.intensity.15,C1,XeAL00226,N8,15,m,d0,10:31:33 AM,21.32,1.63,2,1,33,30,37,36,N,8
142,C,B,95,m,i142,Reporter.intensity.16,C1,XeAL00226,N8,16,m,d0,10:31:37 AM,23.63,1.37,2,1,37,30,37,36,N,8
143,C,B,95,m,i143,Reporter.intensity.17,C1,XeAL00226,N8,17,m,d0,10:31:40 AM,21.52,1.63,2,1,41,30,37,36,N,8
144,C,B,95,m,i144,Reporter.intensity.18,C1,XeAL00226,N8,18,m,d0,10:31:57 AM,26.38,1.74,2,1,31,34,37,36,N,8
145,C,B,96,carrier,i145,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,C,B,96,reference,i146,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,C,B,96,unused,i147,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,C,B,96,unused,i148,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,C,B,96,m,i149,Reporter.intensity.5,C1,XeAL00227,N9,5,m,d0,10:32:10 AM,24.66,1.64,2,1,61,34,59,36,N,9
150,C,B,96,u,i150,Reporter.intensity.6,NA,XeAL00227,N9,6,u,d0,11:15:38 AM,18.96,1.69,2,1,65,34,59,36,N,9
151,C,B,96,u,i151,Reporter.intensity.7,NA,XeAL00227,N9,7,u,d0,11:15:56 AM,20.61,1.63,2,1,53,38,59,36,N,9
152,C,B,96,u,i152,Reporter.intensity.8,NA,XeAL00227,N9,8,u,d0,11:15:58 AM,17.51,1.5,2,1,57,38,59,36,N,9
153,C,B,96,u,i153,Reporter.intensity.9,NA,XeAL00227,N9,9,u,d0,11:16:01 AM,19.15,1.21,2,1,61,38,59,36,N,9
154,C,B,96,u,i154,Reporter.intensity.10,NA,XeAL00227,N9,10,u,d0,11:16:03 AM,19.43,1.42,2,1,65,38,59,36,N,9
155,C,B,96,u,i155,Reporter.intensity.11,NA,XeAL00227,N9,11,u,d0,11:16:16 AM,19.04,1.4,2,1,55,42,59,36,N,9
156,C,B,96,u,i156,Reporter.intensity.12,NA,XeAL00227,N9,12,u,d0,11:16:18 AM,20.42,1.64,2,1,59,42,59,36,N,9
157,C,B,96,neg,i157,Reporter.intensity.13,NA,XeAL00227,N9,13,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,C,B,96,m,i158,Reporter.intensity.14,C1,XeAL00227,N9,14,m,d0,10:31:42 AM,22.73,1.46,2,1,55,30,59,36,N,9
159,C,B,96,m,i159,Reporter.intensity.15,C1,XeAL00227,N9,15,m,d0,10:31:44 AM,29.88,1.56,2,1,59,30,59,36,N,9
160,C,B,96,m,i160,Reporter.intensity.16,NA,XeAL00227,N9,16,m,d0,10:31:47 AM,27.99,1.61,2,1,63,30,59,36,N,9
161,C,B,96,m,i161,Reporter.intensity.17,C1,XeAL00227,N9,17,m,d0,10:32:06 AM,22.54,1.66,2,1,53,34,59,36,N,9
162,C,B,96,m,i162,Reporter.intensity.18,C1,XeAL00227,N9,18,m,d0,10:32:08 AM,25.85,1.77,2,1,57,34,59,36,N,9
163,C,B,97,carrier,i163,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,C,B,97,reference,i164,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,C,B,97,unused,i165,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,C,B,97,unused,i166,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,C,B,97,u,i167,Reporter.intensity.5,NA,XeAL00228,N10,5,u,d0,11:16:20 AM,19.74,1.49,2,1,21,56,15,58,N,10
168,C,B,97,u,i168,Reporter.intensity.6,NA,XeAL00228,N10,6,u,d0,11:16:26 AM,19.88,1.49,2,1,9,60,15,58,N,10
169,C,B,97,u,i169,Reporter.intensity.7,NA,XeAL00228,N10,7,u,d0,11:16:28 AM,19.17,1.58,2,1,13,60,15,58,N,10
170,C,B,97,u,i170,Reporter.intensity.8,NA,XeAL00228,N10,8,u,d0,11:16:30 AM,17.3,1.49,2,1,17,60,15,58,N,10
171,C,B,97,u,i171,Reporter.intensity.9,NA,XeAL00228,N10,9,u,d0,11:16:32 AM,17.39,1.52,2,1,21,60,15,58,N,10
172,C,B,97,u,i172,Reporter.intensity.10,NA,XeAL00228,N10,10,u,d0,11:16:49 AM,20.73,1.31,2,1,11,64,15,58,N,10
173,C,B,97,u,i173,Reporter.intensity.11,NA,XeAL00228,N10,11,u,d0,11:16:51 AM,19.1,1.38,2,1,15,64,15,58,N,10
174,C,B,97,neg,i174,Reporter.intensity.12,NA,XeAL00228,N10,12,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,C,B,97,m,i175,Reporter.intensity.13,C1,XeAL00228,N10,13,m,d0,10:32:12 AM,22.9,1.51,2,1,11,52,15,58,N,10
176,C,B,97,m,i176,Reporter.intensity.14,C1,XeAL00228,N10,14,m,d0,10:32:14 AM,24.61,1.68,2,1,15,52,15,58,N,10
177,C,B,97,m,i177,Reporter.intensity.15,C1,XeAL00228,N10,15,m,d0,10:32:16 AM,25.55,1.68,2,1,19,52,15,58,N,10
178,C,B,97,m,i178,Reporter.intensity.16,C1,XeAL00228,N10,16,m,d0,10:32:31 AM,32.39,1.46,2,1,9,56,15,58,N,10
179,C,B,97,m,i179,Reporter.intensity.17,NA,XeAL00228,N10,17,m,d0,10:32:33 AM,31.86,1.94,2,1,13,56,15,58,N,10
180,C,B,97,m,i180,Reporter.intensity.18,C1,XeAL00228,N10,18,m,d0,10:32:36 AM,20.67,1.53,2,1,17,56,15,58,N,10
